census_year,geography_id,geography_name,projection_year,occupation_code,occupation_description,demand_outlook_value,supply_outlook_value
2011,59,British Columbia,2014,NOC111,"Auditors, accountants and investment professionals",45890,46350
2011,59,British Columbia,2015,NOC111,"Auditors, accountants and investment professionals",46780,47040
2011,59,British Columbia,2016,NOC111,"Auditors, accountants and investment professionals",47710,47570
2011,59,British Columbia,2017,NOC111,"Auditors, accountants and investment professionals",48400,48000
2011,59,British Columbia,2018,NOC111,"Auditors, accountants and investment professionals",48800,48300
2011,59,British Columbia,2019,NOC111,"Auditors, accountants and investment professionals",49020,48540
2011,59,British Columbia,2020,NOC111,"Auditors, accountants and investment professionals",49250,48770
2011,59,British Columbia,2010,NOC112,Human resources and business service professionals,13090,13290
2011,59,British Columbia,2011,NOC112,Human resources and business service professionals,13300,13500
2011,59,British Columbia,2012,NOC112,Human resources and business service professionals,13550,13750
2011,59,British Columbia,2013,NOC112,Human resources and business service professionals,13810,14000
2011,59,British Columbia,2014,NOC112,Human resources and business service professionals,14120,14250
2011,59,British Columbia,2015,NOC112,Human resources and business service professionals,14420,14490
2011,59,British Columbia,2016,NOC112,Human resources and business service professionals,14740,14690
2011,59,British Columbia,2017,NOC112,Human resources and business service professionals,14990,14870
2011,59,British Columbia,2018,NOC112,Human resources and business service professionals,15170,15010
2011,59,British Columbia,2019,NOC112,Human resources and business service professionals,15300,15150
2011,59,British Columbia,2020,NOC112,Human resources and business service professionals,15430,15270
2011,59,British Columbia,2010,NOC121,Clerical supervisors,10800,10950
2011,59,British Columbia,2011,NOC121,Clerical supervisors,10930,11100
2011,59,British Columbia,2012,NOC121,Clerical supervisors,11110,11280
2011,59,British Columbia,2013,NOC121,Clerical supervisors,11280,11450
2011,59,British Columbia,2014,NOC121,Clerical supervisors,11500,11610
2011,59,British Columbia,2015,NOC121,Clerical supervisors,11710,11770
2011,59,British Columbia,2016,NOC121,Clerical supervisors,11930,11890
2011,59,British Columbia,2017,NOC121,Clerical supervisors,12090,12000
2011,59,British Columbia,2018,NOC121,Clerical supervisors,12200,12080
2011,59,British Columbia,2019,NOC121,Clerical supervisors,12270,12160
2011,59,British Columbia,2020,NOC121,Clerical supervisors,12350,12230
2011,59,British Columbia,2010,NOC122,Administrative and regulatory occupations,53800,54590
2011,59,British Columbia,2011,NOC122,Administrative and regulatory occupations,54460,55270
2011,59,British Columbia,2012,NOC122,Administrative and regulatory occupations,55330,56080
2011,59,British Columbia,2013,NOC122,Administrative and regulatory occupations,56150,56880
2011,59,British Columbia,2014,NOC122,Administrative and regulatory occupations,57210,57660
2011,59,British Columbia,2015,NOC122,Administrative and regulatory occupations,58200,58440
2011,59,British Columbia,2016,NOC122,Administrative and regulatory occupations,59290,59110
2011,59,British Columbia,2017,NOC122,Administrative and regulatory occupations,60120,59680
2011,59,British Columbia,2018,NOC122,Administrative and regulatory occupations,60670,60120
2011,59,British Columbia,2019,NOC122,Administrative and regulatory occupations,61050,60520
2011,59,British Columbia,2020,NOC122,Administrative and regulatory occupations,61490,60930
2011,59,British Columbia,2010,NOC123,Finance and insurance administrative occupations,35680,36250
2011,59,British Columbia,2011,NOC123,Finance and insurance administrative occupations,36160,36690
2011,59,British Columbia,2012,NOC123,Finance and insurance administrative occupations,36900,37340
2011,59,British Columbia,2013,NOC123,Finance and insurance administrative occupations,37560,37980
2011,59,British Columbia,2014,NOC123,Finance and insurance administrative occupations,38300,38540
2011,59,British Columbia,2015,NOC123,Finance and insurance administrative occupations,38940,39060
2011,59,British Columbia,2016,NOC123,Finance and insurance administrative occupations,39560,39450
2011,59,British Columbia,2017,NOC123,Finance and insurance administrative occupations,40010,39760
2011,59,British Columbia,2018,NOC123,Finance and insurance administrative occupations,40260,39950
2011,59,British Columbia,2019,NOC123,Finance and insurance administrative occupations,40400,40090
2011,59,British Columbia,2020,NOC123,Finance and insurance administrative occupations,40560,40230
2011,59,British Columbia,2010,NOC124,"Secretaries, recorders and transcriptionists",34880,35410
2011,59,British Columbia,2011,NOC124,"Secretaries, recorders and transcriptionists",35330,35840
2011,59,British Columbia,2012,NOC124,"Secretaries, recorders and transcriptionists",36010,36450
2011,59,British Columbia,2013,NOC124,"Secretaries, recorders and transcriptionists",36660,37060
2011,59,British Columbia,2014,NOC124,"Secretaries, recorders and transcriptionists",37400,37630
2011,59,British Columbia,2015,NOC124,"Secretaries, recorders and transcriptionists",38040,38150
2011,59,British Columbia,2016,NOC124,"Secretaries, recorders and transcriptionists",38720,38600
2011,59,British Columbia,2017,NOC124,"Secretaries, recorders and transcriptionists",39260,39010
2011,59,British Columbia,2018,NOC124,"Secretaries, recorders and transcriptionists",39640,39330
2011,59,British Columbia,2019,NOC124,"Secretaries, recorders and transcriptionists",39950,39630
2011,59,British Columbia,2020,NOC124,"Secretaries, recorders and transcriptionists",40320,39970
2011,59,British Columbia,2010,NOC141,"Clerical occupations, general office skills",70400,71430
2011,59,British Columbia,2011,NOC141,"Clerical occupations, general office skills",71350,72380
2011,59,British Columbia,2012,NOC141,"Clerical occupations, general office skills",72610,73540
2011,59,British Columbia,2013,NOC141,"Clerical occupations, general office skills",73860,74760
2011,59,British Columbia,2014,NOC141,"Clerical occupations, general office skills",75400,75930
2011,59,British Columbia,2015,NOC141,"Clerical occupations, general office skills",76860,77130
2011,59,British Columbia,2016,NOC141,"Clerical occupations, general office skills",78520,78260
2011,59,British Columbia,2017,NOC141,"Clerical occupations, general office skills",79870,79290
2011,59,British Columbia,2018,NOC141,"Clerical occupations, general office skills",80940,80210
2011,59,British Columbia,2019,NOC141,"Clerical occupations, general office skills",81830,81100
2011,59,British Columbia,2020,NOC141,"Clerical occupations, general office skills",82810,82020
2011,59,British Columbia,2010,NOC142,Office equipment operators,6850,6950
2011,59,British Columbia,2011,NOC142,Office equipment operators,6950,7050
2011,59,British Columbia,2012,NOC142,Office equipment operators,7070,7170
2011,59,British Columbia,2013,NOC142,Office equipment operators,7180,7290
2011,59,British Columbia,2014,NOC142,Office equipment operators,7330,7400
2011,59,British Columbia,2015,NOC142,Office equipment operators,7460,7500
2011,59,British Columbia,2016,NOC142,Office equipment operators,7610,7590
2011,59,British Columbia,2017,NOC142,Office equipment operators,7730,7670
2011,59,British Columbia,2018,NOC142,Office equipment operators,7810,7730
2011,59,British Columbia,2019,NOC142,Office equipment operators,7870,7790
2011,59,British Columbia,2020,NOC142,Office equipment operators,7930,7850
2011,59,British Columbia,2010,NOC143,Finance and insurance clerks,44190,44850
2011,59,British Columbia,2011,NOC143,Finance and insurance clerks,44630,45310
2011,59,British Columbia,2012,NOC143,Finance and insurance clerks,45370,46000
2011,59,British Columbia,2013,NOC143,Finance and insurance clerks,46050,46690
2011,59,British Columbia,2014,NOC143,Finance and insurance clerks,46920,47340
2011,59,British Columbia,2015,NOC143,Finance and insurance clerks,47750,47980
2011,59,British Columbia,2016,NOC143,Finance and insurance clerks,48600,48470
2011,59,British Columbia,2017,NOC143,Finance and insurance clerks,49200,48840
2011,59,British Columbia,2018,NOC143,Finance and insurance clerks,49520,49070
2011,59,British Columbia,2019,NOC143,Finance and insurance clerks,49670,49240
2011,59,British Columbia,2020,NOC143,Finance and insurance clerks,49850,49400
2011,59,British Columbia,2010,NOC144,Administrative support clerks,17100,17300
2011,59,British Columbia,2011,NOC144,Administrative support clerks,17310,17540
2011,59,British Columbia,2012,NOC144,Administrative support clerks,17570,17780
2011,59,British Columbia,2013,NOC144,Administrative support clerks,17810,18030
2011,59,British Columbia,2014,NOC144,Administrative support clerks,18140,18270
2011,59,British Columbia,2015,NOC144,Administrative support clerks,18460,18520
2011,59,British Columbia,2016,NOC144,Administrative support clerks,18830,18750
2011,59,British Columbia,2017,NOC144,Administrative support clerks,19140,18980
2011,59,British Columbia,2018,NOC144,Administrative support clerks,19380,19180
2011,59,British Columbia,2019,NOC144,Administrative support clerks,19580,19380
2011,59,British Columbia,2020,NOC144,Administrative support clerks,19790,19590
2011,59,British Columbia,2010,NOC145,"Library, correspondence and related information clerks",25240,25570
2011,59,British Columbia,2011,NOC145,"Library, correspondence and related information clerks",25590,25930
2011,59,British Columbia,2012,NOC145,"Library, correspondence and related information clerks",26070,26380
2011,59,British Columbia,2013,NOC145,"Library, correspondence and related information clerks",26490,26800
2011,59,British Columbia,2014,NOC145,"Library, correspondence and related information clerks",27020,27190
2011,59,British Columbia,2015,NOC145,"Library, correspondence and related information clerks",27510,27580
2011,59,British Columbia,2016,NOC145,"Library, correspondence and related information clerks",28040,27910
2011,59,British Columbia,2017,NOC145,"Library, correspondence and related information clerks",28440,28200
2011,59,British Columbia,2018,NOC145,"Library, correspondence and related information clerks",28720,28440
2011,59,British Columbia,2019,NOC145,"Library, correspondence and related information clerks",28910,28640
2011,59,British Columbia,2020,NOC145,"Library, correspondence and related information clerks",29110,28830
2011,59,British Columbia,2010,NOC146,Mail and message distribution occupations,13600,13780
2011,59,British Columbia,2011,NOC146,Mail and message distribution occupations,13800,13990
2011,59,British Columbia,2012,NOC146,Mail and message distribution occupations,14050,14230
2011,59,British Columbia,2013,NOC146,Mail and message distribution occupations,14270,14440
2011,59,British Columbia,2014,NOC146,Mail and message distribution occupations,14520,14630
2011,59,British Columbia,2015,NOC146,Mail and message distribution occupations,14730,14790
2011,59,British Columbia,2016,NOC146,Mail and message distribution occupations,14950,14910
2011,59,British Columbia,2017,NOC146,Mail and message distribution occupations,15140,15040
2011,59,British Columbia,2018,NOC146,Mail and message distribution occupations,15280,15150
2011,59,British Columbia,2019,NOC146,Mail and message distribution occupations,15380,15250
2011,59,British Columbia,2020,NOC146,Mail and message distribution occupations,15490,15350
2011,59,British Columbia,2010,NOC147,"Recording, scheduling and distributing occupations",30640,31090
2011,59,British Columbia,2011,NOC147,"Recording, scheduling and distributing occupations",30880,31360
2011,59,British Columbia,2012,NOC147,"Recording, scheduling and distributing occupations",31370,31830
2011,59,British Columbia,2013,NOC147,"Recording, scheduling and distributing occupations",31800,32260
2011,59,British Columbia,2014,NOC147,"Recording, scheduling and distributing occupations",32430,32730
2011,59,British Columbia,2015,NOC147,"Recording, scheduling and distributing occupations",32980,33160
2011,59,British Columbia,2016,NOC147,"Recording, scheduling and distributing occupations",33570,33480
2011,59,British Columbia,2017,NOC147,"Recording, scheduling and distributing occupations",33990,33740
2011,59,British Columbia,2018,NOC147,"Recording, scheduling and distributing occupations",34250,33930
2011,59,British Columbia,2019,NOC147,"Recording, scheduling and distributing occupations",34410,34100
2011,59,British Columbia,2020,NOC147,"Recording, scheduling and distributing occupations",34590,34260
2011,59,British Columbia,2010,NOC211,Physical science professionals,3880,3930
2011,59,British Columbia,2011,NOC211,Physical science professionals,3970,4030
2011,59,British Columbia,2012,NOC211,Physical science professionals,4060,4110
2011,59,British Columbia,2013,NOC211,Physical science professionals,4130,4190
2011,59,British Columbia,2014,NOC211,Physical science professionals,4220,4260
2011,59,British Columbia,2015,NOC211,Physical science professionals,4300,4320
2011,59,British Columbia,2016,NOC211,Physical science professionals,4390,4370
2011,59,British Columbia,2017,NOC211,Physical science professionals,4460,4420
2011,59,British Columbia,2018,NOC211,Physical science professionals,4510,4460
2011,59,British Columbia,2019,NOC211,Physical science professionals,4550,4510
2011,59,British Columbia,2020,NOC211,Physical science professionals,4590,4550
2011,59,British Columbia,2010,NOC212,Life science professionals,6380,6460
2011,59,British Columbia,2011,NOC212,Life science professionals,6450,6530
2011,59,British Columbia,2012,NOC212,Life science professionals,6590,6630
2011,59,British Columbia,2013,NOC212,Life science professionals,6690,6720
2011,59,British Columbia,2014,NOC212,Life science professionals,6810,6810
2011,59,British Columbia,2015,NOC212,Life science professionals,6900,6890
2011,59,British Columbia,2016,NOC212,Life science professionals,6970,6950
2011,59,British Columbia,2017,NOC212,Life science professionals,7030,7020
2011,59,British Columbia,2018,NOC212,Life science professionals,7080,7070
2011,59,British Columbia,2019,NOC212,Life science professionals,7130,7110
2011,59,British Columbia,2020,NOC212,Life science professionals,7210,7160
2011,59,British Columbia,2010,NOC213,"Civil, mechanical, electrical and chemical engineers",14060,14260
2011,59,British Columbia,2011,NOC213,"Civil, mechanical, electrical and chemical engineers",14190,14410
2011,59,British Columbia,2012,NOC213,"Civil, mechanical, electrical and chemical engineers",14510,14740
2011,59,British Columbia,2013,NOC213,"Civil, mechanical, electrical and chemical engineers",14780,15020
2011,59,British Columbia,2014,NOC213,"Civil, mechanical, electrical and chemical engineers",15140,15310
2011,59,British Columbia,2015,NOC213,"Civil, mechanical, electrical and chemical engineers",15480,15580
2011,59,British Columbia,2016,NOC213,"Civil, mechanical, electrical and chemical engineers",15850,15800
2011,59,British Columbia,2017,NOC213,"Civil, mechanical, electrical and chemical engineers",16150,16000
2011,59,British Columbia,2018,NOC213,"Civil, mechanical, electrical and chemical engineers",16320,16140
2011,59,British Columbia,2019,NOC213,"Civil, mechanical, electrical and chemical engineers",16440,16270
2011,59,British Columbia,2020,NOC213,"Civil, mechanical, electrical and chemical engineers",16560,16390
2011,59,British Columbia,2010,NOC214,Other engineers,6260,6360
2011,59,British Columbia,2011,NOC214,Other engineers,6370,6470
2011,59,British Columbia,2012,NOC214,Other engineers,6520,6610
2011,59,British Columbia,2013,NOC214,Other engineers,6650,6760
2011,59,British Columbia,2014,NOC214,Other engineers,6820,6900
2011,59,British Columbia,2015,NOC214,Other engineers,6980,7020
2011,59,British Columbia,2016,NOC214,Other engineers,7140,7120
2011,59,British Columbia,2017,NOC214,Other engineers,7270,7210
2011,59,British Columbia,2018,NOC214,Other engineers,7350,7270
2011,59,British Columbia,2019,NOC214,Other engineers,7410,7330
2011,59,British Columbia,2020,NOC214,Other engineers,7470,7390
